1,00:00:00.00,00:00:03.48,སྔོན་མ་ སྔོན་མ་ བུ་ ཚེ་རིང་ ལ་ ཡ་ ཞིག་ ཡོད་རེད་ད་ ར ། ཨ་ནི་ ཨོ་ དེ་ ,"Once upon a time, there was a boy, Tsering, right? And... oh, that... "
2,00:00:03.48,00:00:07.17,ཡོད་བ་ ད་ལྟ་ ། དང་པོ་ ཁོ་ ཉལ་ བསྡད་ ཡོད་རེད་ད་ ར ། ཨ་ནི ། ཡར་ ནས་ མར་,"... now, first, he was sleeping... and, he got up... "
3,00:00:07.17,00:00:09.04,རྨི་་ལམ་ ནང་ལོགས་ ལ་ ཁོས་ ཡོད་བ ། ཨ་ ད་ ,"... in his dreams, he... ah, now... "
4,00:00:09.04,00:00:11.64,ཁོ་ གང་བྱུང་མ་བྱུང་ བྱེད་ཀྱི་ ཡོད་བ་ མཐོང་བ་ རེད ། ཨ་ནི་་ དེ་ སྔོན་མ་ ནས་,"He's doing, here and there, looking... and, then, earlier... "
5,00:00:11.64,00:00:13.86, ཉི་མ་ ཚ་བོ་ ཤར་ ནས་ ཡོད་བ །  ད་ སྒེ་འུ་ ,"the sun was shining hot, now, the window... "
6,00:00:13.86,00:00:16.38,ཨ་མས་ སྒེའུ་ཁུང་ ཕྱེ་ ར་ ཉི་མ་ ཚ་བོ་ ཤར་ ནས་ ཁོ་ ཡར་ བཞངས་ རེད་ད་ ཨ་ནི་ ,"Mom opened the window, right? The sun shining hot, and he got up... and... "
7,00:00:16.38,00:00:18.75,དེ་ནས་ མར་ ནས་ ཁོ་ cat ཞི་ ,"then, getting up, he... cat... "
8,00:00:18.75,00:00:21.19,ཞི་མི་ དེ་ཚོ་ མཉམ་དུ་ ཁ་ལག་ ཟ་ འགྲོ་ རེད་ད་ ར ། ,He's eating food with those cats. 
9,00:00:21.19,00:00:24.18,ཨ་ནི་ དེ་ནས་ མ་ ནས་ ཁོ་ ཁྱི་ དེ་ཚོ་ མཉམ་དུ་ ཡ་ puppy ,"And then, down from that, he's with those dogs.. puppies... "
10,00:00:24.18,00:00:25.96,puppy ཁྱི་ཕྲུག་ ལབ་ཀྱི་ འདུག་ག,"puppies, we say ""puppies""... "
11,00:00:25.96,00:00:27.84,ཁྱི་ཕྲུག་ དེ་ཚོ་ མཉམ་དུ་ ཨ་ནི་ རྩེད་མོ་ རྩེ་ག་ འགྲོ་ རེད་ད་ ཨ་ནི་ དེ་ནས་ མར་ ནས་ ,"He went to play with those puppies, and then, down from that, ... "
12,00:00:27.84,00:00:29.25,ཡོད་བ ། ,... there's... 
13,00:00:29.25,00:00:32.44,བྱིའུ་ དེ་ཚོ་ མཉམ་དུ་ ཨ་ནི་ གཟུགས་པོ་ འཁྲུད་ཡི་ ཡོད་རེད་ད་ ར་ ཁོ་ ར་ ཨ་ནི་ ,"He's bathing with those birds, right? He... right? and... "
14,00:00:32.44,00:00:34.65,རྨ་བྱ་ དེ་ཚོ་ མཉམ་དུ་ གཞས་འཁྲབ་ཀྱི་ ཡོད་རེད་ད་ ཁོ ། ,He's dancing with those peacocks. He... 
15,00:00:34.65,00:00:37.35,ཨ་ནི་ ཡོད་བ་ དེ་ རྗེས་ལ་ ཨ་ནི་ སྙིང་རྗེ་ དགོང་དག་ ,"And, there's that, later... And a beautiful night... "
16,00:00:37.35,00:00:39.42,ད་ ཆགས་ དེ་ ར་ དགོང་དག་ ཆགས་ རེད་ད་ ར་ ,"Now it became night, right?"
17,00:00:39.42,00:00:41.29,དགོང་དག་ ཆགས་ དུས་ སྐབས་ལ་ ཨ་ནི་ ཁོ་ དང་ ཨ་ནི་ ,"When it got dark, and, he... "
18,00:00:41.29,00:00:43.28,ཉི་མ་ དེ་ཚོ་ མཉམ་དུ་ ཉལ་གྱི་ ཡོད་རེད་ ,He goes to sleep with the sun. 
19,00:00:43.28,00:00:46.04,"ཨ་ནི ། 
སྒྲུང་ རྫོགས ། ",And... the story's finished. 
